phi_exact,phi_gas,W_gas,kernel_phi,mc_phi,exact_evals,gas_evals,kernel_evals,mc_evals,rmse_gas,mae_gas,rmse_kernel,rmse_mc,sim_cov,mar_cov,sign_cert,mean_width,max_width,status,converged,delta1_coupon,reported_coverage_level,coupon_threshold_satisfied,certificate_at_nominal_level,certificate_is_rigorous,instance,cluster
"[-0.00149072  0.0011286   0.00668606 -0.01719363  0.00166315 -0.46321702
 -0.01033213  0.02597959  0.07889797  0.00129152  0.02002272]","[-1.25186446e-03 -9.73133813e-05  5.23297194e-03 -1.76472714e-02
  6.00944586e-04 -4.58504154e-01 -1.03981123e-02  2.69807882e-02
  7.86596247e-02  4.82748637e-04  1.93777491e-02]","[2.40875799 3.84478277 3.7427661  3.22992346 3.1938758  3.25373751
 2.41559499 3.3207245  3.05212515 2.42163014 3.22097759]","[ 0.00153044 -0.00103745  0.00821541 -0.02245217  0.         -0.45765637
 -0.0096128   0.02999852  0.07787712  0.00138129  0.01519213]","[-1.01788450e-04  7.69068811e-04  4.92199939e-03 -9.53004459e-03
  3.04127617e-03 -2.15203239e-01 -5.38107365e-03  1.92209611e-02
  4.51538103e-02  3.01536101e-04  1.24335610e-02]",2048,1446,256,1621,0.001633463915516663,0.0010823498246538216,0.0032828938304371898,0.07558503501613682,1.0,1.0,0.0,3.1004450912267045,3.844782771498635,BUDGET_EXHAUSTED,False,61.457303215465444,0.0,False,False,False,10,2
"[ 6.39515816e-02  8.56965205e-02  1.96301374e-02 -9.38662965e-04
  4.06115877e-02  2.03131434e-02  2.40445297e-01  5.27326066e-02
  2.86739515e-01  8.19329816e-05 -6.00723730e-02]","[ 0.06426742  0.08698208  0.01982828 -0.00319271  0.04559125  0.01630436
  0.24399706  0.05047596  0.28802694 -0.00209017 -0.06099918]","[2.65454991 2.63369843 2.5942129  3.19623044 1.96661218 2.73612111
 2.74415371 1.97560628 2.39237862 2.65162753 3.04385598]","[ 0.06011167  0.09031715  0.02974855  0.00072513  0.04409574  0.01087001
  0.2438537   0.05909327  0.27421135  0.         -0.06383529]","[ 3.49861709e-02  4.11494427e-02  1.00607775e-02 -1.10529125e-03
  2.18099830e-02  1.29662361e-02  9.11894123e-02  2.93036894e-02
  1.20293119e-01  5.62878316e-05 -3.23788827e-02]",2048,1430,256,1655,0.002570491050885945,0.0021124332755459814,0.006507019359403233,0.07046603384982363,1.0,1.0,0.0,2.5990042821567747,3.196230440883655,BUDGET_EXHAUSTED,False,60.036325283078014,0.0,False,False,False,11,3
"[-4.03086893e-02 -3.67467201e-02 -1.74752634e-02 -2.38553490e-02
 -5.35942486e-02 -6.40881382e-03 -2.54388921e-02 -5.46657205e-03
 -4.11963806e-03 -6.44534326e-08 -5.07126834e-03]","[-0.04151452 -0.03670151 -0.01800619 -0.02307885 -0.05363064 -0.00644443
 -0.0250105  -0.00547835 -0.00325413 -0.00023584 -0.00513056]","[0.43734388 0.69778481 0.69598889 0.57213484 0.4429449  0.43391088
 0.53300876 0.58089081 0.53317026 0.56075479 0.57718289]","[-0.04428838 -0.03378459 -0.01303035 -0.02840452 -0.04995103 -0.00516421
 -0.02722693 -0.01593993  0.          0.00493723 -0.00563282]","[-3.05618663e-02 -2.58841419e-02 -1.21828136e-02 -1.44972440e-02
 -3.39009037e-02 -4.33175794e-03 -1.53903919e-02 -2.92380880e-03
 -2.01052299e-03 -1.03936480e-07 -2.68196723e-03]",2048,1440,256,1735,0.0005506505840850972,0.0003846565366512525,0.004616554419227572,0.008729872640863693,1.0,1.0,0.0,0.5513741557272837,0.69778480789328,BUDGET_EXHAUSTED,False,58.42214135982725,0.0,False,False,False,12,0
"[ 5.46039907e-03  1.39077101e-02  4.88111221e-03 -1.68127666e-02
  2.09362405e-02  5.14100210e-01  1.14117013e-01  5.20057391e-02
  3.10740222e-02  3.83848233e-06 -7.91312317e-03]","[ 0.0060112   0.01308799  0.00568261 -0.01865016  0.0215143   0.5184733
  0.10949895  0.05363206  0.03233624  0.00190844 -0.01173454]","[3.36706625 3.29575264 2.54771803 4.08352934 4.41459094 2.65204848
 3.41526307 3.52196404 2.55704209 3.420633   3.28341464]","[ 0.01174453  0.00529966  0.00093012 -0.01264844  0.01999288  0.51576692
  0.11558218  0.04901551  0.03879793  0.         -0.01272088]","[ 3.84800866e-03  6.74921831e-03  2.96076156e-03 -1.53093584e-02
  9.41055459e-03  2.52913490e-01  7.32079135e-02  2.79162173e-02
  2.04225518e-02  3.58629360e-06 -2.00778763e-03]",2048,1472,256,1696,0.002490840337733345,0.002017561595404781,0.004710434890657797,0.08023449839188176,1.0,1.0,0.0,3.3235475033765285,4.414590938719706,BUDGET_EXHAUSTED,False,58.50619128980592,0.0,False,False,False,13,1
"[ 1.13223007e-02  3.06474059e-03  1.22910691e-02 -1.93114554e-02
  6.08231825e-03 -3.37198724e-01  4.82317214e-04  4.48064833e-02
  1.05439652e-01  1.10066833e-04  1.32918390e-02]","[ 0.01280628  0.00309577  0.01297791 -0.0161911   0.00649376 -0.34170604
  0.00083412  0.04160692  0.10134155  0.00162688  0.01749457]","[2.75631644 2.03723995 2.48280782 3.14338572 2.01565051 2.09191075
 3.4856506  2.01779246 2.60025009 2.63205662 3.30495178]","[ 0.00994095  0.00548587  0.01334165 -0.02481466  0.00129376 -0.3357257
  0.00353701  0.04877763  0.10437227  0.          0.01417182]","[ 7.83412865e-03  2.16421944e-03  1.09386706e-02 -1.28031375e-02
  5.00788099e-03 -1.68934653e-01  4.43403784e-03  2.69742809e-02
  6.57545518e-02  5.30602805e-05  1.09131359e-02]",2048,1492,256,1654,0.002697065373681953,0.002146361549195673,0.0028807525168393425,0.0524710220540259,1.0,1.0,0.0,2.597092068555878,3.485650603723232,BUDGET_EXHAUSTED,False,59.38475851313398,0.0,False,False,False,14,2
"[3.21409418e-02 4.56085880e-02 2.22133629e-02 3.07343152e-02
 2.57405031e-02 2.02224588e-02 1.30647125e-01 1.16587380e-01
 2.52990803e-01 1.00929366e-17 4.37301001e-02]","[ 0.0304149   0.04021017  0.02104142  0.02951571  0.02580032  0.01702488
  0.14327907  0.11001052  0.26359256 -0.00212008  0.04184611]","[2.59510081 3.26255654 1.878532   2.55407589 2.26426597 3.24525187
 2.00766359 2.99333137 2.03636031 1.88824196 2.57936834]","[0.02940518 0.03782496 0.01252355 0.04480043 0.03239233 0.02807946
 0.12969939 0.11158232 0.2511528  0.         0.04315516]","[2.15617574e-02 2.78581802e-02 1.26189671e-02 1.89762311e-02
 1.50286091e-02 1.14784327e-02 6.04181318e-02 6.61458003e-02
 1.72960619e-01 8.88178420e-19 3.40397596e-02]",2048,1415,256,1625,0.0057876919175279115,0.004235185111660494,0.0067112817324052575,0.036709797112328094,1.0,1.0,0.0,2.4822498774604878,3.262556542500857,BUDGET_EXHAUSTED,False,60.39031321127835,0.0,False,False,False,15,3
"[-3.10792099e-02 -1.19640739e-02 -4.28634901e-02  1.62609726e-03
 -2.77491643e-02 -7.53394920e-04 -1.83927766e-02 -3.08157891e-03
 -7.58171463e-03  4.82805241e-08  1.00900395e-03]","[-3.12600552e-02 -1.26782411e-02 -4.35398708e-02  1.54978504e-03
 -2.73253920e-02 -7.47415732e-04 -1.78436207e-02 -2.91157401e-03
 -7.94744024e-03  5.88254401e-05  1.81474547e-03]","[0.53603305 0.42161311 0.39620802 0.31796035 0.4455493  0.31945546
 0.44172986 0.31911593 0.42350748 0.43652703 0.52055382]","[-0.03246274 -0.00604336 -0.04423449  0.00207077 -0.02883935  0.
 -0.01809318 -0.00427561 -0.00661391 -0.00143407 -0.00090434]","[-1.74481599e-02 -6.59621693e-03 -2.40302550e-02  1.20856112e-03
 -1.44410683e-02 -4.46198835e-04 -1.10752842e-02 -2.20982582e-03
 -4.61238569e-03  4.05096748e-08  3.56365909e-04]",2048,1319,256,1613,0.0004575206112622555,0.00036607836016272813,0.0021099806299693684,0.008582396267400923,1.0,1.0,0.0,0.4162048546766853,0.536033046379131,BUDGET_EXHAUSTED,False,60.76564678113882,0.0,False,False,False,16,0
"[-1.55785340e-03 -1.33388433e-03 -1.98894284e-03 -6.52082169e-02
  8.13226094e-04 -1.35465730e-01 -2.95119549e-02  2.06117927e-02
  1.05137790e-02  8.49752629e-09 -4.64768521e-02]","[-0.00201449 -0.00280097 -0.00291843 -0.06136635 -0.00048096 -0.13564981
 -0.02906376  0.01944866  0.0100759  -0.00052269 -0.04431172]","[0.81728443 1.2608915  1.03700209 0.84746691 1.15429476 1.06644923
 1.40408859 1.1351135  1.10649924 0.81052965 1.12440174]","[-0.0043537  -0.001387    0.0007728  -0.06386233  0.         -0.13466821
 -0.03035575  0.01785118  0.01074316  0.00126863 -0.0456134 ]","[-1.73679936e-03 -1.33315656e-03 -1.07846822e-03 -4.19488573e-02
  4.91143204e-04 -8.20354213e-02 -1.87042484e-02  1.53802976e-02
  7.09051147e-03  4.25144288e-09 -2.76644152e-02]",2048,1411,256,1632,0.0015491949435902954,0.001173671229304429,0.0016319565477450565,0.018845211707836495,1.0,1.0,0.0,1.069456511197996,1.4040885850114795,BUDGET_EXHAUSTED,False,58.795129464740896,0.0,False,False,False,17,1
"[-3.09444970e-03 -8.33941248e-03  7.56079460e-03 -4.25483578e-02
  6.40847834e-04 -4.40013405e-02 -1.69535390e-02 -5.88479934e-02
 -1.49020830e-01 -7.08696119e-06 -6.16939964e-02]","[-0.00324638 -0.00915854  0.008128   -0.0436722   0.00021986 -0.04681727
 -0.0142953  -0.06020492 -0.14081077 -0.00040061 -0.06604724]","[1.84233717 1.77249227 1.7725017  1.47786486 1.96574335 2.35025462
 2.00097533 2.23215466 2.02776124 1.91290364 1.47295005]","[-0.0046349  -0.0156925   0.01028988 -0.04081869 -0.01080655 -0.05019746
 -0.01280101 -0.06918884 -0.1332873   0.         -0.049168  ]","[-1.87734151e-03 -4.88757870e-03  5.24269069e-03 -2.27461670e-02
  1.04683077e-03 -2.51609376e-02 -8.04927285e-03 -3.51589330e-02
 -9.27189600e-02 -2.32917699e-06 -3.04386158e-02]",2048,1460,256,1532,0.0031013716359633322,0.0020791824990730474,0.008339046052384601,0.02246872451957441,1.0,1.0,0.0,1.8934489894529136,2.3502546175077423,BUDGET_EXHAUSTED,False,59.12363464178504,0.0,False,False,False,18,2
"[ 0.03262975  0.05002473  0.01951737  0.03417406  0.02179862 -0.00708279
  0.16219961  0.08681774  0.26615599  0.          0.03750158]","[ 0.03365341  0.04889938  0.01950285  0.03827174  0.02121505 -0.00678154
  0.15871812  0.08650011  0.26319611  0.00097029  0.03959112]","[2.33335826 2.64310117 2.60750862 2.5074003  1.92174046 3.14584094
 2.58238203 1.90632282 2.39828082 2.54469559 2.62643488]","[ 0.04655887  0.05270076  0.02140146  0.03068194  0.02606237 -0.01516716
  0.15833593  0.09035047  0.26508023  0.          0.02773178]","[ 0.01894469  0.03150489  0.01211468  0.02104458  0.01193274 -0.00475487
  0.07888279  0.04779276  0.12223398  0.          0.01758104]",2048,1500,256,1539,0.0020410999524172954,0.0015422605449241851,0.006211993057414065,0.05260074193045969,1.0,1.0,0.0,2.4742787180758685,3.145840943613909,BUDGET_EXHAUSTED,False,60.77373098613608,0.0,False,False,False,19,3
"[-4.95663974e-02 -6.30120057e-02 -1.91096695e-02 -3.53066215e-02
 -4.50706191e-02 -1.35827814e-03  7.03756414e-03  4.41211399e-04
  4.02525171e-03 -1.50396475e-25 -8.83116679e-03]","[-5.01328491e-02 -6.46618927e-02 -1.84041594e-02 -3.49967946e-02
 -4.41138667e-02 -1.18947306e-03  6.69959263e-03  1.15777040e-04
  4.05552404e-03  3.61918775e-05 -8.15878091e-03]","[0.59225578 0.58483979 0.56042675 0.74579658 0.77900372 0.73015261
 0.88344021 0.71487613 0.90503517 0.55457291 0.95199992]","[-0.05088084 -0.0641208  -0.01923662 -0.0325852  -0.04130984 -0.00306166
  0.00954601 -0.00666173  0.00771273  0.         -0.01015277]","[-3.23497385e-02 -3.50702130e-02 -1.12310224e-02 -2.10777651e-02
 -2.63334236e-02 -6.16709998e-04  5.15141282e-03  4.67255699e-04
  2.32436393e-03 -1.98523347e-26 -5.52802025e-03]",2048,1462,256,1649,0.0006911823465033068,0.0005235899192687452,0.0030077578692704137,0.012470638315041813,1.0,1.0,0.0,0.7274908686937642,0.9519999176302594,BUDGET_EXHAUSTED,False,58.55748931114015,0.0,False,False,False,20,0
"[-9.31297640e-03 -4.49149647e-04  4.74575957e-03 -2.21362431e-02
  6.23709008e-03  5.39434289e-01  9.43752224e-02  5.48050885e-02
  3.19049045e-02 -1.96949328e-05 -2.44400958e-02]","[-0.01023494 -0.00128058  0.00488444 -0.02168424  0.0073915   0.53884638
  0.09321135  0.0580834   0.03315873 -0.00054792 -0.02668391]","[2.5700833  3.57663879 2.60443369 2.58934076 3.1617961  4.1030077
 2.60892126 3.48626962 4.22801906 4.4668747  3.54130118]","[-0.00868419  0.0028908   0.01131586 -0.02770226  0.          0.53825935
  0.10327561  0.05107901  0.0253691   0.00427463 -0.02493372]","[-6.30896644e-03  5.26831406e-04  2.01434799e-03 -1.70157070e-02
  2.49455667e-03  2.43314814e-01  5.97814409e-02  3.18887004e-02
  2.28128011e-02 -1.57119781e-05 -1.57488193e-02]",2048,1467,256,1677,0.0014279953127694623,0.0011413134468235447,0.005049583677673259,0.09026451138392017,1.0,1.0,0.0,3.3578805598447676,4.466874696396102,BUDGET_EXHAUSTED,False,58.67879979423649,0.0,False,False,False,21,1
"[3.10389025e-02 3.19931917e-02 2.49871440e-02 6.58199045e-02
 3.57510621e-02 1.40200591e-01 5.52875524e-02 4.70606477e-02
 1.24854373e-01 9.01857940e-07 2.90062645e-02]","[ 0.0303302   0.03096995  0.02501644  0.0656187   0.03543902  0.14002745
  0.0552099   0.04760018  0.1270731  -0.00076834  0.02948393]","[1.25161013 0.9314642  1.25812404 1.4523548  0.93166236 1.26049665
 1.26041875 1.28916186 1.2368695  1.22064615 1.13226716]","[0.03803766 0.03204675 0.02687367 0.0690824  0.03492418 0.13706262
 0.05494908 0.04085475 0.12306937 0.         0.02910005]","[1.68883349e-02 1.86679073e-02 1.24747960e-02 3.94720283e-02
 2.17367263e-02 7.72887983e-02 3.24422179e-02 3.13686667e-02
 7.36624429e-02 6.25551938e-07 1.64620400e-02]",2048,1432,256,1691,0.0008397921661930283,0.0005936779734843281,0.003240955641012993,0.02849080443767425,1.0,1.0,0.0,1.202279599497676,1.4523548009693281,BUDGET_EXHAUSTED,False,59.88694646459522,0.0,False,False,False,22,2
"[5.21113857e-02 7.96051134e-02 1.51351422e-02 4.99522653e-02
 4.04485821e-02 2.44455995e-02 1.32191021e-01 1.23560397e-01
 2.26866310e-01 1.92549641e-05 2.07431092e-02]","[ 0.04998378  0.07940573  0.01565956  0.0461067   0.04029226  0.02448377
  0.13343213  0.12127373  0.2365317  -0.00052729  0.01843611]","[1.73851683 2.29815019 2.10572346 2.14216113 2.75693659 2.89846873
 2.17972628 1.77970328 1.79897034 2.38938451 2.77936625]","[0.04701228 0.0733676  0.02964335 0.04192209 0.04404261 0.00438412
 0.12703755 0.12586108 0.24657265 0.         0.02523485]","[3.41459888e-02 4.86994663e-02 7.88835412e-03 2.99540790e-02
 2.49987162e-02 8.70433026e-03 8.99560029e-02 7.29380667e-02
 1.46845535e-01 5.79874914e-06 1.39042910e-02]",2048,1426,256,1654,0.0033772719511899283,0.0020852893587033944,0.010425609430179903,0.03439523609301061,1.0,1.0,0.0,2.26064614516903,2.898468727088501,BUDGET_EXHAUSTED,False,59.50902188566062,0.0,False,False,False,23,3
"[-5.14540578e-02 -7.30735087e-03 -2.40771413e-02  8.81377998e-03
 -5.14597077e-02  4.08765781e-04  2.20497620e-03 -1.42190463e-03
  7.25979204e-03 -7.68175005e-06  5.68643870e-04]","[-5.10672536e-02 -7.67797904e-03 -2.44473246e-02  7.91648862e-03
 -5.00525008e-02  3.29516379e-05  1.93970142e-03 -7.70549233e-04
  7.17042805e-03 -3.13519153e-04  7.97670440e-04]","[0.33288158 0.27879325 0.47540028 0.28407146 0.36552878 0.46847012
 0.3738423  0.26936994 0.36398489 0.41444472 0.349479  ]","[-0.04955191 -0.00819491 -0.02418594  0.00688054 -0.05283779  0.
  0.00321584 -0.00036108  0.00712596  0.00173641 -0.00029899]","[-2.56192662e-02 -3.16072608e-03 -1.20934335e-02  7.00964360e-03
 -2.45015680e-02  3.07709144e-04  1.37164049e-03 -8.78265495e-04
  4.34454433e-03 -8.16040765e-07  3.73720791e-04]",2048,1389,256,1563,0.0006029644999821185,0.0004862532992062213,0.0012128525194839515,0.011938377101252652,1.0,1.0,0.0,0.36147875640996574,0.4754002790758307,BUDGET_EXHAUSTED,False,59.47516070668334,0.0,False,False,False,24,0
